experience_level,employment_type,job_title,salary,company_location,company_size,Enterprise_size
SE,FT,Data Engineer,140000,US,M,Medium_enterprise
SE,FT,Data Engineer,154000,US,M,Medium_enterprise
SE,FT,Data Engineer,116000,US,M,Medium_enterprise
SE,FT,Data Engineer,160000,US,M,Medium_enterprise
SE,FT,Data Engineer,130000,US,M,Medium_enterprise
MI,FT,Data Engineer,200000,US,M,Medium_enterprise
MI,FT,Data Engineer,120000,US,M,Medium_enterprise
SE,FT,Data Scientist,175000,US,M,Medium_enterprise
SE,FT,Data Scientist,160000,US,M,Medium_enterprise
MI,FT,Data Engineer,105000,GB,M,Medium_enterprise
MI,FT,Data Engineer,85000,GB,M,Medium_enterprise
SE,FT,Data Engineer,153600,US,M,Medium_enterprise
SE,FT,Data Engineer,106800,US,M,Medium_enterprise
EN,FT,Data Analyst,85000,US,M,Medium_enterprise
EN,FT,Data Analyst,75000,US,M,Medium_enterprise
SE,FT,Data Scientist,225000,US,M,Medium_enterprise
SE,FT,Data Scientist,156400,US,M,Medium_enterprise
SE,FT,Analytics Engineer,150000,US,M,Medium_enterprise
SE,FT,Analytics Engineer,120000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,163800,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,126000,US,M,Medium_enterprise
SE,FT,Data Analyst,145000,US,M,Medium_enterprise
SE,FT,Data Analyst,90000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,204500,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,142200,US,M,Medium_enterprise
SE,FT,Data Analyst,95000,US,M,Medium_enterprise
SE,FT,Data Analyst,85500,US,M,Medium_enterprise
SE,FT,Data Engineer,167500,US,M,Medium_enterprise
SE,FT,Data Engineer,106500,US,M,Medium_enterprise
SE,FT,Data Engineer,163800,US,M,Medium_enterprise
SE,FT,Data Engineer,126000,US,M,Medium_enterprise
MI,FT,Data Analytics Manager,155000,US,M,Medium_enterprise
MI,FT,Data Analytics Manager,140000,US,M,Medium_enterprise
SE,FT,Research Scientist,250000,US,M,Medium_enterprise
SE,FT,Research Scientist,200000,US,M,Medium_enterprise
SE,FT,Data Scientist,260000,US,M,Medium_enterprise
SE,FT,Data Scientist,186000,US,M,Medium_enterprise
SE,FT,Data Engineer,160000,US,M,Medium_enterprise
SE,FT,Data Engineer,130000,US,M,Medium_enterprise
SE,FT,Research Scientist,200000,US,M,Medium_enterprise
SE,FT,Research Scientist,150000,US,M,Medium_enterprise
SE,FT,Data Scientist,45000,ES,M,Medium_enterprise
SE,FT,Data Scientist,36000,ES,M,Medium_enterprise
SE,FT,Data Scientist,150000,US,M,Medium_enterprise
SE,FT,Data Scientist,120000,US,M,Medium_enterprise
EN,FT,Data Analyst,30000,IN,M,Medium_enterprise
MI,FT,Research Scientist,185000,US,M,Medium_enterprise
MI,FT,Research Scientist,125000,US,M,Medium_enterprise
EN,PT,Data Analyst,34320,US,S,Small_enterprise
MI,FT,Business Data Analyst,48000,BR,M,Medium_enterprise
SE,FT,Head of Data,70000,PT,L,Large_enterprise
EX,FT,Data Science Manager,106000,RU,L,Large_enterprise
SE,FT,Data Analyst,175000,US,M,Medium_enterprise
SE,FT,Data Analyst,130000,US,M,Medium_enterprise
SE,FT,Data Analyst,122000,US,M,Medium_enterprise
SE,FT,Data Analyst,93800,US,M,Medium_enterprise
SE,FT,Data Science Manager,150000,MX,M,Medium_enterprise
SE,FT,Data Science Manager,90000,MX,M,Medium_enterprise
SE,FT,Data Analyst,165000,US,M,Medium_enterprise
SE,FT,Data Analyst,112000,US,M,Medium_enterprise
EN,FT,Computer Vision Engineer,220000,US,M,Medium_enterprise
SE,FT,BI Data Analyst,67000,DE,M,Medium_enterprise
EN,FT,AI Developer,60000,DE,M,Medium_enterprise
SE,FT,Machine Learning Engineer,204500,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,142200,US,M,Medium_enterprise
SE,FT,Data Analyst,1300000,IN,S,Small_enterprise
MI,FT,Machine Learning Engineer,200000,US,M,Medium_enterprise
MI,FT,Machine Learning Engineer,175000,US,M,Medium_enterprise
SE,FT,Data Engineer,185900,US,M,Medium_enterprise
SE,FT,Data Engineer,129300,US,M,Medium_enterprise
SE,FT,Data Analyst,185900,US,M,Medium_enterprise
SE,FT,Data Analyst,121700,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,204500,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,142200,US,M,Medium_enterprise
MI,FT,Data Scientist,40000,FR,L,Large_enterprise
SE,FT,Data Science Consultant,1000000,TH,M,Medium_enterprise
SE,FT,Data Analyst,180180,US,M,Medium_enterprise
SE,FT,Data Analyst,106020,US,M,Medium_enterprise
SE,FT,Data Scientist,136000,US,M,Medium_enterprise
SE,FT,Data Scientist,104000,US,M,Medium_enterprise
SE,FT,Data Analyst,125000,US,M,Medium_enterprise
SE,FT,Data Analyst,110000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,153400,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,122700,US,M,Medium_enterprise
EX,FT,Data Engineer,310000,US,M,Medium_enterprise
EX,FT,Data Engineer,239000,US,M,Medium_enterprise
SE,FT,Data Analyst,152380,US,M,Medium_enterprise
SE,FT,Data Analyst,121904,US,M,Medium_enterprise
SE,FT,Data Scientist,185900,US,M,Medium_enterprise
SE,FT,Data Scientist,129300,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,247500,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,172200,US,M,Medium_enterprise
SE,FT,Data Architect,168400,US,M,Medium_enterprise
SE,FT,Data Architect,105200,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,128280,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,106900,US,M,Medium_enterprise
SE,FT,Lead Data Scientist,192000,US,L,Large_enterprise
MI,FT,Data Engineer,140000,US,M,Medium_enterprise
MI,FT,Data Engineer,100000,US,M,Medium_enterprise
SE,FT,Research Engineer,100000,DE,S,Small_enterprise
SE,FT,Research Engineer,80000,DE,S,Small_enterprise
SE,FT,Machine Learning Engineer,275000,DE,M,Medium_enterprise
SE,FT,Machine Learning Engineer,174000,DE,M,Medium_enterprise
SE,FT,Data Engineer,139500,US,M,Medium_enterprise
SE,FT,Data Engineer,109400,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,139500,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,109400,US,M,Medium_enterprise
SE,FT,Data Analyst,170500,US,M,Medium_enterprise
SE,FT,Data Analyst,85000,US,M,Medium_enterprise
SE,FT,Data Manager,60027,GB,M,Medium_enterprise
SE,FT,Data Manager,44737,GB,M,Medium_enterprise
EX,FT,Head of Data Science,131899,GB,M,Medium_enterprise
EX,FT,Head of Data Science,104891,GB,M,Medium_enterprise
SE,FT,Data Engineer,80000,US,M,Medium_enterprise
SE,FT,Data Engineer,65000,US,M,Medium_enterprise
SE,FT,Data Engineer,124740,US,M,Medium_enterprise
SE,FT,Data Engineer,65488,US,M,Medium_enterprise
SE,FT,Data Quality Analyst,72200,US,M,Medium_enterprise
SE,FT,Data Quality Analyst,64980,US,M,Medium_enterprise
SE,FT,Data Engineer,153600,US,M,Medium_enterprise
SE,FT,Data Engineer,106800,US,M,Medium_enterprise
SE,FT,Data Analyst,179975,US,M,Medium_enterprise
SE,FT,Data Analyst,86466,US,M,Medium_enterprise
SE,FT,Data Engineer,120000,US,M,Medium_enterprise
SE,FT,Data Engineer,90000,US,M,Medium_enterprise
MI,FT,Insight Analyst,42000,GB,M,Medium_enterprise
MI,FT,Insight Analyst,35000,GB,M,Medium_enterprise
SE,FT,Data Scientist,149076,US,M,Medium_enterprise
SE,FT,Data Scientist,82365,US,M,Medium_enterprise
SE,FT,Data Analyst,169000,US,M,Medium_enterprise
SE,FT,Data Analyst,110600,US,M,Medium_enterprise
SE,FT,Data Science Manager,175000,US,M,Medium_enterprise
SE,FT,Data Science Manager,120000,US,M,Medium_enterprise
SE,FT,Data Analyst,230000,US,M,Medium_enterprise
SE,FT,Data Analyst,180000,US,M,Medium_enterprise
SE,FT,Data Analyst,153600,US,M,Medium_enterprise
SE,FT,Data Analyst,106800,US,M,Medium_enterprise
SE,FT,Data Manager,140000,US,M,Medium_enterprise
SE,FT,Data Manager,120000,US,M,Medium_enterprise
SE,FT,Machine Learning Infrastructure Engineer,205920,US,M,Medium_enterprise
SE,FT,Machine Learning Infrastructure Engineer,171600,US,M,Medium_enterprise
SE,FT,Data Analyst,165000,US,M,Medium_enterprise
SE,FT,Data Analyst,125000,US,M,Medium_enterprise
SE,FT,Data Engineer,265000,US,M,Medium_enterprise
SE,FT,Data Engineer,185000,US,M,Medium_enterprise
MI,FT,Applied Machine Learning Engineer,130000,US,M,Medium_enterprise
EN,FT,Data Scientist,168000,US,M,Medium_enterprise
MI,FT,AI Scientist,36000,ES,L,Large_enterprise
SE,FT,Data Analyst,95000,US,M,Medium_enterprise
SE,FT,Data Analyst,85500,US,M,Medium_enterprise
SE,FT,Data Scientist,147100,US,M,Medium_enterprise
SE,FT,Data Scientist,90700,US,M,Medium_enterprise
SE,FT,Data Engineer,167580,US,M,Medium_enterprise
SE,FT,Data Engineer,87980,US,M,Medium_enterprise
SE,FT,Data Engineer,202000,US,M,Medium_enterprise
SE,FT,Data Engineer,135000,US,M,Medium_enterprise
SE,FT,Data Engineer,163800,US,M,Medium_enterprise
SE,FT,Data Engineer,126000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,163800,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,126000,US,M,Medium_enterprise
SE,FT,Data Engineer,104000,US,M,Medium_enterprise
SE,FT,Data Engineer,65000,US,M,Medium_enterprise
SE,FT,Research Engineer,230000,US,M,Medium_enterprise
SE,FT,Research Engineer,148000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,269000,CA,M,Medium_enterprise
SE,FT,Machine Learning Engineer,158000,CA,M,Medium_enterprise
SE,FT,Analytics Engineer,197000,US,M,Medium_enterprise
SE,FT,Analytics Engineer,106000,US,M,Medium_enterprise
MI,FT,Deep Learning Engineer,150000,US,M,Medium_enterprise
MI,FT,Deep Learning Engineer,100000,US,M,Medium_enterprise
SE,FT,Data Engineer,290000,US,M,Medium_enterprise
SE,FT,Data Engineer,210000,US,M,Medium_enterprise
SE,FT,Data Engineer,192000,US,M,Medium_enterprise
SE,FT,Data Engineer,172800,US,M,Medium_enterprise
SE,FT,Data Scientist,300240,US,M,Medium_enterprise
SE,FT,Data Scientist,200160,US,M,Medium_enterprise
SE,FT,Data Scientist,300240,US,M,Medium_enterprise
SE,FT,Data Scientist,200160,US,M,Medium_enterprise
SE,FT,Analytics Engineer,175000,US,M,Medium_enterprise
SE,FT,Analytics Engineer,140000,US,M,Medium_enterprise
SE,FT,Data Manager,169000,US,M,Medium_enterprise
SE,FT,Data Manager,100000,US,M,Medium_enterprise
SE,FT,Data Scientist,370000,US,M,Medium_enterprise
SE,FT,Data Scientist,245000,US,M,Medium_enterprise
MI,FT,Data Engineer,95000,GB,L,Large_enterprise
SE,FT,Data Analyst,110000,US,S,Small_enterprise
SE,FT,Data Analyst,80000,US,S,Small_enterprise
EN,FT,Data Analyst,55000,US,M,Medium_enterprise
EN,FT,Data Analyst,48000,US,M,Medium_enterprise
SE,FT,Data Analyst,95000,US,M,Medium_enterprise
SE,FT,Data Analyst,85000,US,M,Medium_enterprise
SE,FT,Data Engineer,137500,US,M,Medium_enterprise
SE,FT,Data Engineer,81500,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,323300,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,184700,US,M,Medium_enterprise
MI,FT,AI Scientist,30000,GH,S,Small_enterprise
SE,FT,Machine Learning Engineer,186000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,153088,US,M,Medium_enterprise
MI,FT,Data Infrastructure Engineer,190000,US,M,Medium_enterprise
MI,FT,Data Infrastructure Engineer,160000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,200000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,150000,US,M,Medium_enterprise
MI,FT,Data Infrastructure Engineer,190000,US,M,Medium_enterprise
MI,FT,Data Infrastructure Engineer,183310,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,240000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,180000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,200000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,150000,US,M,Medium_enterprise
SE,FT,Data Science Manager,299500,US,M,Medium_enterprise
SE,FT,Data Science Manager,245100,US,M,Medium_enterprise
SE,FT,Data Engineer,144000,US,M,Medium_enterprise
SE,FT,Data Engineer,66000,US,M,Medium_enterprise
MI,FT,Machine Learning Engineer,148500,US,M,Medium_enterprise
MI,FT,Machine Learning Engineer,126277,US,M,Medium_enterprise
SE,FT,Data Architect,228000,US,M,Medium_enterprise
SE,FT,Data Architect,120000,US,M,Medium_enterprise
SE,FT,Machine Learning Software Engineer,180000,US,M,Medium_enterprise
SE,FT,Machine Learning Software Engineer,90000,US,M,Medium_enterprise
SE,FT,Data Scientist,126500,US,M,Medium_enterprise
SE,FT,Data Scientist,78000,US,M,Medium_enterprise
SE,FT,Data Engineer,180000,US,M,Medium_enterprise
SE,FT,Data Engineer,160000,US,M,Medium_enterprise
SE,FT,Machine Learning Software Engineer,272000,US,M,Medium_enterprise
SE,FT,Machine Learning Software Engineer,170000,US,M,Medium_enterprise
MI,FT,Data Analyst,80000,US,M,Medium_enterprise
MI,FT,Data Analyst,60000,US,M,Medium_enterprise
SE,FT,Data Engineer,259000,US,M,Medium_enterprise
SE,FT,Data Engineer,146000,US,M,Medium_enterprise
SE,FT,Data Engineer,200000,US,M,Medium_enterprise
SE,FT,Data Engineer,160000,US,M,Medium_enterprise
EX,FT,Data Engineer,310000,US,M,Medium_enterprise
EX,FT,Data Engineer,239000,US,M,Medium_enterprise
SE,FT,Data Analyst,142000,US,M,Medium_enterprise
SE,FT,Data Analyst,95000,US,M,Medium_enterprise
SE,FT,Data Scientist,155000,US,M,Medium_enterprise
SE,FT,Data Scientist,139500,US,M,Medium_enterprise
MI,FT,Data Engineer,140000,US,M,Medium_enterprise
MI,FT,Data Engineer,120000,US,M,Medium_enterprise
SE,FT,Data Engineer,259000,US,M,Medium_enterprise
SE,FT,Data Engineer,146000,US,M,Medium_enterprise
MI,FT,Data Analyst,90000,HR,M,Medium_enterprise
MI,FT,Data Analyst,60000,HR,M,Medium_enterprise
EN,PT,Data Analyst,78000,IN,L,Large_enterprise
EN,FT,Data Scientist,101400,BR,L,Large_enterprise
SE,FT,Data Science Lead,247500,US,M,Medium_enterprise
SE,FT,Data Science Lead,172200,US,M,Medium_enterprise
SE,FT,Data Scientist,225000,US,M,Medium_enterprise
SE,FT,Data Scientist,156400,US,M,Medium_enterprise
SE,FT,Data Engineer,139500,US,M,Medium_enterprise
SE,FT,Data Engineer,109400,US,M,Medium_enterprise
MI,FT,Data Engineer,125000,US,M,Medium_enterprise
MI,FT,Data Engineer,90000,US,M,Medium_enterprise
SE,FT,Machine Learning Infrastructure Engineer,100000,FR,M,Medium_enterprise
SE,FT,Machine Learning Infrastructure Engineer,70000,FR,M,Medium_enterprise
SE,FT,Data Scientist,185900,US,M,Medium_enterprise
SE,FT,Data Scientist,129300,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,139500,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,109400,US,M,Medium_enterprise
SE,FT,Data Analyst,120000,US,M,Medium_enterprise
SE,FT,Data Analyst,75000,US,M,Medium_enterprise
SE,FT,Data Analyst,169000,US,M,Medium_enterprise
SE,FT,Data Analyst,110600,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,288000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,140000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,288000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,140000,US,M,Medium_enterprise
MI,FT,Data Engineer,120000,US,M,Medium_enterprise
MI,FT,Data Engineer,90000,US,M,Medium_enterprise
MI,FT,Data Science Lead,60000,GB,M,Medium_enterprise
MI,FT,Data Science Lead,50000,GB,M,Medium_enterprise
SE,FT,Data Scientist,215050,US,M,Medium_enterprise
SE,FT,Data Scientist,156400,US,M,Medium_enterprise
SE,FT,Data Architect,198000,US,M,Medium_enterprise
SE,FT,Data Architect,114000,US,M,Medium_enterprise
EN,FT,Data Analyst,75000,US,M,Medium_enterprise
EN,FT,Data Analyst,60000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,204500,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,142200,US,M,Medium_enterprise
SE,FT,Data Scientist,209300,US,M,Medium_enterprise
SE,FT,Data Scientist,182200,US,M,Medium_enterprise
SE,FT,Data Manager,140000,US,M,Medium_enterprise
SE,FT,Data Manager,120000,US,M,Medium_enterprise
EN,FT,Data Scientist,85000,US,M,Medium_enterprise
MI,FT,Machine Learning Engineer,40000,GB,M,Medium_enterprise
EN,FT,Research Engineer,120000,GB,M,Medium_enterprise
EN,FT,Research Engineer,60000,GB,M,Medium_enterprise
SE,FT,Machine Learning Engineer,147100,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,90700,US,M,Medium_enterprise
SE,FT,Data Engineer,230000,US,M,Medium_enterprise
SE,FT,Data Engineer,170000,US,M,Medium_enterprise
SE,FT,Data Analyst,227000,US,M,Medium_enterprise
SE,FT,Data Analyst,108000,US,M,Medium_enterprise
SE,FT,Data Engineer,180000,US,M,Medium_enterprise
SE,FT,Data Engineer,160000,US,M,Medium_enterprise
SE,FT,Data Architect,180000,US,M,Medium_enterprise
SE,FT,Data Architect,160000,US,M,Medium_enterprise
SE,FT,Data Engineer,180000,US,M,Medium_enterprise
SE,FT,Data Engineer,130000,US,M,Medium_enterprise
SE,FT,Data Analyst,52000,ES,M,Medium_enterprise
SE,FT,Data Analyst,48000,ES,M,Medium_enterprise
EN,FT,Data Analyst,60000,US,L,Large_enterprise
EN,FT,Data Analyst,50000,US,L,Large_enterprise
SE,FT,Data Engineer,226700,US,M,Medium_enterprise
SE,FT,Data Engineer,133300,US,M,Medium_enterprise
SE,FT,Data Engineer,252000,US,M,Medium_enterprise
SE,FT,Data Engineer,129000,US,M,Medium_enterprise
SE,FT,Big Data Architect,124999,GB,L,Large_enterprise
EN,FT,Data Scientist,800000,IN,L,Large_enterprise
SE,FT,Data Analyst,80000,US,M,Medium_enterprise
SE,FT,Data Analyst,52500,US,M,Medium_enterprise
SE,FT,Data Engineer,250000,US,M,Medium_enterprise
SE,FT,Data Engineer,162500,US,M,Medium_enterprise
EN,FT,Data Analyst,85000,US,M,Medium_enterprise
EN,FT,Data Analyst,75000,US,M,Medium_enterprise
SE,FT,Data Analyst,153600,US,M,Medium_enterprise
SE,FT,Data Analyst,106800,US,M,Medium_enterprise
MI,FT,Data Analyst,165000,US,M,Medium_enterprise
MI,FT,Data Analyst,124000,US,M,Medium_enterprise
SE,FT,Data Analyst,115934,US,M,Medium_enterprise
SE,FT,Data Analyst,81666,US,M,Medium_enterprise
SE,FT,Data Engineer,167580,US,M,Medium_enterprise
SE,FT,Data Engineer,87980,US,M,Medium_enterprise
SE,FT,Data Engineer,250000,US,M,Medium_enterprise
SE,FT,Data Engineer,63000,US,M,Medium_enterprise
SE,FT,Research Scientist,253750,ES,M,Medium_enterprise
SE,FT,Research Scientist,169200,ES,M,Medium_enterprise
SE,FT,Research Scientist,253750,ES,M,Medium_enterprise
SE,FT,Research Scientist,169200,ES,M,Medium_enterprise
MI,FT,Data Scientist,170000,US,M,Medium_enterprise
MI,FT,Data Scientist,120000,US,M,Medium_enterprise
SE,FT,Data Engineer,124740,US,M,Medium_enterprise
SE,FT,Data Engineer,65488,US,M,Medium_enterprise
SE,FT,Data Engineer,213580,US,M,Medium_enterprise
SE,FT,Data Engineer,163625,US,M,Medium_enterprise
EN,FT,Data Engineer,12000,VN,L,Large_enterprise
SE,FT,Machine Learning Software Engineer,375000,US,M,Medium_enterprise
SE,FT,Data Engineer,95000,IE,M,Medium_enterprise
MI,FT,Product Data Analyst,1350000,IN,L,Large_enterprise
SE,FT,Machine Learning Engineer,220000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,170000,US,M,Medium_enterprise
EX,FT,Data Engineer,235000,US,M,Medium_enterprise
EX,FT,Data Engineer,210000,US,M,Medium_enterprise
SE,FT,Data Architect,180000,US,M,Medium_enterprise
SE,FT,Data Architect,115000,US,M,Medium_enterprise
SE,FT,Data Architect,200000,US,M,Medium_enterprise
SE,FT,Data Architect,115000,US,M,Medium_enterprise
SE,FT,Data Science Manager,231250,US,M,Medium_enterprise
SE,FT,Data Science Manager,138750,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,284310,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,153090,US,M,Medium_enterprise
SE,FT,Data Engineer,160000,US,M,Medium_enterprise
SE,FT,Data Engineer,75000,US,M,Medium_enterprise
MI,FT,Data Analyst,125000,US,M,Medium_enterprise
MI,FT,Data Analyst,105000,US,M,Medium_enterprise
MI,FT,Data Analyst,90000,GB,M,Medium_enterprise
MI,FT,Data Analyst,70000,GB,M,Medium_enterprise
EN,FT,Data Analyst,55000,US,M,Medium_enterprise
EN,FT,Data Analyst,48000,US,M,Medium_enterprise
EN,FT,Data Analyst,100000,US,M,Medium_enterprise
SE,FT,Data Science Lead,225900,US,M,Medium_enterprise
SE,FT,Data Science Lead,156400,US,M,Medium_enterprise
SE,FT,Data Engineer,250000,US,M,Medium_enterprise
SE,FT,Data Engineer,162500,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,318300,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,188800,US,M,Medium_enterprise
SE,FT,Data Analyst,385000,US,M,Medium_enterprise
SE,FT,Data Analyst,60000,US,M,Medium_enterprise
MI,FT,Data Analyst,110000,US,M,Medium_enterprise
MI,FT,Data Analyst,95000,US,M,Medium_enterprise
SE,FT,Data Scientist,145000,US,M,Medium_enterprise
SE,FT,Data Scientist,135000,US,M,Medium_enterprise
SE,FT,Data Analyst,180180,US,M,Medium_enterprise
SE,FT,Data Analyst,106020,US,M,Medium_enterprise
SE,FT,Data Analyst,93919,US,M,Medium_enterprise
SE,FT,Data Analyst,51962,US,M,Medium_enterprise
SE,FT,Data Engineer,241871,US,M,Medium_enterprise
SE,FT,Data Engineer,133832,US,M,Medium_enterprise
SE,FT,Data Scientist,170000,US,M,Medium_enterprise
SE,FT,Data Scientist,90000,US,M,Medium_enterprise
EX,FT,Data Engineer,210914,US,M,Medium_enterprise
EX,FT,Data Engineer,116704,US,M,Medium_enterprise
SE,FT,Data Analyst,192500,US,M,Medium_enterprise
SE,FT,Data Analyst,140000,US,M,Medium_enterprise
SE,FT,Data Scientist,149076,US,M,Medium_enterprise
SE,FT,Data Scientist,82365,US,M,Medium_enterprise
MI,FT,Machine Learning Engineer,36000,MX,S,Small_enterprise
SE,FT,Data Scientist,175000,US,M,Medium_enterprise
SE,FT,Data Scientist,148750,US,M,Medium_enterprise
SE,FT,Research Scientist,370000,US,M,Medium_enterprise
SE,FT,Research Scientist,200000,US,M,Medium_enterprise
SE,FT,Data Scientist,235000,US,M,Medium_enterprise
SE,FT,Data Scientist,185000,US,M,Medium_enterprise
MI,FT,Machine Learning Engineer,100000,GB,M,Medium_enterprise
MI,FT,Machine Learning Engineer,80000,GB,M,Medium_enterprise
SE,FT,Data Scientist,216100,US,M,Medium_enterprise
SE,FT,Data Scientist,140800,US,M,Medium_enterprise
MI,FT,Machine Learning Engineer,120000,GB,M,Medium_enterprise
MI,FT,Machine Learning Engineer,100000,GB,M,Medium_enterprise
SE,FT,Computer Vision Software Engineer,50000,CA,L,Large_enterprise
EN,FT,Data Scientist,110000,US,S,Small_enterprise
SE,FT,Data Engineer,128000,US,M,Medium_enterprise
SE,FT,Data Engineer,81500,US,M,Medium_enterprise
MI,FT,Data Engineer,55000,GB,M,Medium_enterprise
MI,FT,Data Engineer,52000,GB,M,Medium_enterprise
MI,FT,Data Analyst,50000,GB,M,Medium_enterprise
MI,FT,Data Analyst,45000,GB,M,Medium_enterprise
EX,FT,Data Engineer,284000,US,M,Medium_enterprise
EX,FT,Data Engineer,236000,US,M,Medium_enterprise
SE,FT,Research Scientist,248100,CA,M,Medium_enterprise
SE,FT,Research Scientist,145900,CA,M,Medium_enterprise
SE,FT,Research Engineer,155850,US,M,Medium_enterprise
SE,FT,Research Engineer,102544,US,M,Medium_enterprise
MI,FT,Data Scientist,151410,US,M,Medium_enterprise
MI,FT,Data Scientist,115360,US,M,Medium_enterprise
MI,FT,Data Engineer,62000,ES,M,Medium_enterprise
MI,FT,Data Engineer,55000,ES,M,Medium_enterprise
SE,FT,Director of Data Science,170000,CA,M,Medium_enterprise
SE,FT,Azure Data Engineer,100000,NL,L,Large_enterprise
EN,FT,Data Scientist,1050000,IN,L,Large_enterprise
SE,FT,Data Scientist,250000,US,M,Medium_enterprise
SE,FT,Data Scientist,162500,US,M,Medium_enterprise
SE,FT,Data Scientist,185000,GB,M,Medium_enterprise
SE,FT,Data Scientist,120250,GB,M,Medium_enterprise
EN,FT,Data Engineer,25000,DE,L,Large_enterprise
EN,FT,Data Scientist,180000,US,M,Medium_enterprise
MI,FT,Research Scientist,85000,US,M,Medium_enterprise
MI,FT,Research Scientist,70000,US,M,Medium_enterprise
SE,FT,BI Developer,135000,US,M,Medium_enterprise
SE,FT,BI Developer,100000,US,M,Medium_enterprise
EX,FT,Data Analytics Manager,155000,US,M,Medium_enterprise
EX,FT,Data Analytics Manager,140000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,204500,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,142200,US,M,Medium_enterprise
SE,FT,Data Engineer,226700,US,M,Medium_enterprise
SE,FT,Data Engineer,133300,US,M,Medium_enterprise
SE,FT,Data Scientist,225000,US,M,Medium_enterprise
SE,FT,Data Scientist,156400,US,M,Medium_enterprise
SE,FT,Data Engineer,163800,US,M,Medium_enterprise
SE,FT,Data Engineer,126000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,163800,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,126000,US,M,Medium_enterprise
SE,FT,ML Engineer,220000,US,M,Medium_enterprise
SE,FT,ML Engineer,150000,US,M,Medium_enterprise
SE,FT,Data Engineer,145000,US,M,Medium_enterprise
SE,FT,Data Engineer,115000,US,M,Medium_enterprise
SE,FT,Data Analytics Manager,204500,US,M,Medium_enterprise
SE,FT,Data Analytics Manager,138900,US,M,Medium_enterprise
MI,FT,Data Engineer,162500,US,M,Medium_enterprise
MI,FT,Data Engineer,130000,US,M,Medium_enterprise
SE,FT,Data Engineer,150000,US,M,Medium_enterprise
SE,FT,Data Engineer,107000,US,M,Medium_enterprise
EX,FT,Data Engineer,175000,US,M,Medium_enterprise
EX,FT,Data Engineer,110000,US,M,Medium_enterprise
SE,FT,Data Engineer,226700,US,M,Medium_enterprise
SE,FT,Data Engineer,133300,US,M,Medium_enterprise
SE,FT,Data Engineer,252000,US,M,Medium_enterprise
SE,FT,Data Engineer,129000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,150000,US,M,Medium_enterprise
SE,FT,Machine Learning Engineer,125000,US,M,Medium_enterprise
SE,FT,Data Engineer,252000,US,M,Medium_enterprise
SE,FT,Data Engineer,129000,US,M,Medium_enterprise
SE,FT,Data Scientist,225000,US,M,Medium_enterprise
SE,FT,Data Scientist,156400,US,M,Medium_enterprise
MI,FT,Research Scientist,23000,IN,L,Large_enterprise
MI,FT,Machine Learning Engineer,110000,US,L,Large_enterprise
